,respondent,task,interval,time,company,purpose,purpose_eval,detail,description,desc_eval_comp,desc_eval_elem,desc_eval_char,PQ1,ATT1,PQ2,HQ1,PQ3,HQ2,HQ3,ATT2,PQ4,HQ4,familiarity
305,11,6,5s,126,1,News articles,0.5,0,"The website was laid out similar to other news websites, I recognised the layout even though I have never visited this site. There was an article top right relating to finances and the main article in the foreground was relating to a batter plant.",2,2,1,5,5,5,6,6,5,5,5,6,5,FALSE
306,12,1,5s,125,1,sustainable fashion,1,0,"Minimalist design, sans serif typography, neutral colours. Simple landing page with few options ",1,0,3,5,6,6,6,6,6,4,6,6,6,FALSE
307,12,2,5s,97,1,sunglasses and contacts,1,1,"Simple layout, predominant colour is blue, lot's of different people are being featured in the different options.",1,1,2,3,4,4,4,4,4,4,3,4,4,FALSE
308,12,3,5s,134,1,outdoors clothing and other essentials,1,0,Landing page with large emphasis on a cheetah image that takes your attention away from the rest of the website,1,1,0,4,2,2,3,2,1,1,3,1,1,FALSE
309,12,4,5s,94,1,weather,1,0,Large image with the weather for that given day. and several other options to see other things. Blue is predominant throughout the landing page,1,1,1,2,1,5,4,7,5,2,4,4,2,FALSE
310,12,5,5s,117.37,1,animal supplies,1,0,Yellow and red are the predominant colours. Lot's of eye-catching elements in the same section making it hard to read and figure out what is going on.,1,0,1,1,1,1,1,5,1,1,1,1,1,FALSE
311,12,6,5s,194,0.5,news,0.5,0,"Lots of news columns, central column takes up most of the page, has an image for each article. Other columns are made up of headlines that have no illustrative component ",2,3,0,2,1,1,3,6,1,1,1,2,2,FALSE
312,14,1,5s,55,1,Clothes,1,1,Well made fashion site,0,0,0,6,6,6,6,5,5,4,5,5,5,FALSE
313,14,2,5s,71,1,Eye services,1,0,Looked alright but not as professional,0,0,0,4,4,5,4,5,4,4,5,5,4,FALSE
314,14,3,5s,71,1,can't remember,0,0,"Was staring at the tiger, very attention grabbing",0,1,0,4,5,5,4,4,4,4,5,5,5,FALSE
315,14,4,5s,57,1,Weather updates,1,1,Looked clear and simple,0,0,1,6,6,5,6,5,6,5,5,5,5,FALSE
316,14,5,5s,63,1,Animal stuff,0.5,0,Looked colourful but profesional,0,0,1,5,6,5,5,4,6,5,5,5,5,FALSE
317,14,6,5s,52,1,News,0.5,0,Too may words and looked crowded,0,0,1,3,3,4,4,4,4,3,4,4,3,FALSE
318,15,1,5s,148,1,children and adults clothing,1,0,it was a minimalist looking website.  The clothes on sale appeared to be pyjamas for kids and adults.  They appeared to be reasonably priced.,1,1,1,6,6,6,6,4,5,5,6,6,5,FALSE
319,15,2,5s,89,1,Opticians,1,1,"Options to purchase glasses, sunglasses and contact lenses.",1,1,0,6,6,6,6,6,6,6,6,6,6,FALSE
320,15,3,5s,87,1,Outdoor clothing,1,1,An animal in the largest photo.  Promoting a sale.,0,1,0,5,5,5,5,5,5,5,5,5,5,FALSE
321,15,4,5s,90,1,Weather Forecast,1,0,Weather information for Czech Republic.,0,1,0,5,6,5,5,5,5,5,5,5,5,FALSE
322,15,5,5s,103,1,Animal Food,1,0,Products for animals.,0,0,0,5,5,5,5,5,5,5,5,5,5,FALSE
323,15,6,5s,109,1,Provides Articles,0.5,0,It looked like a news article website.  Many different articles to be had.,0,1,0,4,3,4,4,3,4,3,4,3,3,FALSE
324,17,1,5s,147,1,"It is a clothing store, selling clothes for men, women and children. ",1,0,"I saw 3 sections for men, women's and children's clothing. I think there was some offer about free shipping until some date in July. The Whistles name was written in white, inside a blue box. There was an option to select diferent languages, and EN was selected. ",3,4,0,6,6,6,6,6,6,4,6,6,6,FALSE
325,17,2,5s,142,1,I think it sells eyewear and provides eye examinations.,1,0,"A family on a beach, blue sky, yellow sandy beach. I noticed the nearest store location is in Prague and you can book examinations online. ",1,3,0,5,6,6,6,5,5,6,6,6,6,FALSE
326,17,3,5s,177,1,It sells products to do wth hiking.,1,0,"I saw people hiking and at the bottom of of the scren I saw there was a section on backpacks. The site wasn't too bright or dull, I would ahve liked to spend more time looking at it. I recall that it wasn't overly busy and there were just a few different sections to look i.e. the backpack section, I think there was one for running too and 2 others. ",3,3,2,6,6,6,6,6,6,5,6,6,6,FALSE
327,17,4,5s,168,1,It provides weather forecasts.,1,0,I noticed it was displaying the weather for Prague. There was a big blue box with clouds on and it had a forecast for the coming days. It was easily identifiable as a weather forecast site.,3,3,0,5,5,7,4,6,4,5,6,6,6,FALSE
328,17,5,5s,184,1,"Products for animals, like a pet store.",1,1,"Very colourful - at first i thought it was Mcdonalds because the colour scheme of yellow and red was very apparent, then I realised it was a pet store beciase I saw the water fountain and I have been thinking of getting one of those recently - that was my first indication it was a pet store. ",2,1,2,3,3,5,2,3,2,3,3,3,5,FALSE
329,17,6,5s,225,1,"I think it is like a newspaper, geared toward the schience and technology community. ",1,0,"There was so much text on the screen, with lots of little headlines, it was so busy that i didn't read any of the headlines properly, just quickly scanned over the page. The image that sticks in my head is of the lady staring open mouthed at something. The oage had a white background, which was good given all of the text on the page ",2,2,1,1,5,4,4,3,5,3,4,5,4,FALSE
330,18,1,5s,54,1,Clothes,1,0,Links to Men/Female/Kids Clothes,0,1,0,6,5,4,4,5,4,4,5,5,4,FALSE
331,18,2,5s,66,1,Glasses,1,0,A website selling glasses.,0,0,0,5,5,4,4,4,5,3,5,5,4,FALSE
332,18,3,5s,64,1,Climbing Gear,1,0,2 walkers on a hill.,0,1,0,3,4,5,5,4,5,5,5,5,5,FALSE
333,18,4,5s,64,1,Weather Forecasts,1,0,Big weather map.,0,1,0,4,3,6,4,5,3,4,4,4,4,FALSE
334,18,5,5s,74,1,Not sure.,0,0,there was 4 random featured products,1,1,0,4,3,4,3,4,3,3,3,3,3,FALSE
335,18,6,5s,49,1,Tech Blog,1,0,Lots of news stories,0,1,0,3,3,5,4,5,4,3,4,4,3,FALSE
336,19,1,5s,154,1,clothes,1,1,it was a clothes site where you can purchases outfits for the family,0,1,0,7,4,7,7,7,4,7,7,7,4,FALSE
337,19,2,5s,87,1,eyewear,1,1,"a website that offers glasses, sunglasses and contact lenses presumably on prescription",0,1,0,7,7,7,7,7,7,7,7,7,7,FALSE
338,19,3,5s,177,0.5,outdoor sports products,1,1,i saw a black and white leopard in the main picture and a couple trekking in the back. it sells outdoor clothing and other products,1,2,0,7,4,7,4,7,4,4,7,7,4,FALSE
339,19,4,5s,127,1,provides weather information,1,1,it looked like a weather forecasting website,0,0,0,7,4,7,4,7,4,4,7,7,4,FALSE
340,19,5,5s,217,1,"looks like a site that sells food/products for animals, i saw a sign saying 'pick up online or at our branch'",1,1,looks like somewhere where you can buy food/animal/pet products,0,0,0,7,7,7,7,7,4,7,7,7,7,FALSE
341,19,6,5s,165,1,a site that provides information for tech,1,1,"main article was to do with energy, so i think its to do with technology",0,1,0,7,4,7,4,7,4,7,7,7,4,FALSE
342,20,1,5s,118,1,sustainable fashion,1,0,"pastel yellow and navy blue, photos of child, man, woman, in pastel clothes",1,1,1,7,5,7,4,7,5,4,4,7,3,FALSE
343,20,2,5s,121,1,glasses and contact lenses,1,1,"blue and white colour scheme, people with glasses / sunglasses, sunny pictures, fresh, summery looking",1,1,2,6,7,4,5,7,5,4,6,7,6,FALSE
344,20,3,5s,123,1,running / hiking gear,1,0,"white / blue / red colour scheme, couple running up hill, cat logo, big cat picture",1,3,1,7,6,7,6,7,6,4,6,7,4,FALSE
345,20,4,5s,100,1,weather forecasts,1,0,"blue / white colour scheme, weather maps, weather photos, weather forecast calendars",1,3,1,7,6,7,6,7,5,4,7,7,4,FALSE
346,20,5,5s,122,1,pet products,1,0,"yellow and red colour scheme, pics of animals and animal products",1,1,1,7,5,7,4,7,4,4,5,7,4,FALSE
347,20,6,5s,119,1,news about technology,1,0,"mostly tech stories / headlines, very black and white",0,1,1,7,4,7,4,7,4,3,5,7,3,FALSE
348,21,1,5s,93,1,pijamas,0,0,a boring e-commerce,0,0,0,4,4,4,4,4,3,2,3,5,2,FALSE
349,21,2,5s,85,1,lenses - eye care,1,0,it looked like a holiday resort advert,0,0,0,4,4,5,4,4,4,4,4,5,4,FALSE
350,21,3,5s,107,1,trekking sportwear,1,0,quite banal,0,0,0,4,4,3,3,5,2,3,4,4,3,FALSE
351,21,4,5s,112,1,weather report,1,0,it is a clean and fresh page with light colors,0,0,1,6,5,6,4,6,5,4,6,5,4,FALSE
352,21,5,5s,82,1,animal food and tools,1,1,hard to remember,0,0,0,4,4,3,5,4,3,5,5,2,4,FALSE
353,21,6,5s,126,1,technology info,1,0,"loads of information on a pre dominant white background , small fixed dimensions make thing hard to read and recall",1,0,1,4,3,2,3,4,3,3,3,3,4,FALSE
354,22,1,5s,277,1,Clothes/fashions for evrryone-looked like pyjamas etc  for all ages. Generally yellow in colour scheme and aimed at families i think.,1,1,"Small ""Whistles"" logo in top left (scrolled font) then 3 images of man,woman and young girl. in casual light yellow informal clothing. Girl had a hedgehog on her front and was smiling pleasently. Man was leaning to his left and a casual expression.",3,3,0,6,4,6,5,5,5,3,5,5,4,FALSE
355,22,2,5s,205,1,Items ready for you to use on holiday,0,1,"Family of 4 smiling laying down on golden sand, some with sunglasses on. People were in a row of big (man) to small (youngest child). Underneath were 4 images of goods on offer (one was suncream and another sunglasses?)Logo top left.",3,3,0,6,6,6,5,6,5,5,5,6,5,FALSE
356,22,3,5s,279,1,Outdoor clothing and accessories,1,0,Hi res full colour image of fell runners running up the side of a mountain in modern outdoor gear. Think there was images of some of the gear on offer-shoes/outdoor clothes. To the left was a leopard image (full face) which was greyscale and contrasted with the colour photo at the back.,2,3,0,2,6,6,6,5,6,6,6,6,6,FALSE
357,22,4,5s,184,1,Shows the weather forecast,1,1,Weathery logo at the top. Forecast for the days of the week in clickable graphics at the bottom in a row (blue with traditional weather symbols). Weather for a particular region on an area map is the main image central with temp and symbols on),2,3,0,3,6,6,6,6,5,6,6,6,5,FALSE
358,22,5,5s,229,1,"Selling something within 60 minutes, think it was food,possibly walnuts",0,0,"Large text graphics, large images on plain backgrounds, red dial type clock graphic with either 60 mins or seconds in text. White background made it easy to see.",2,2,1,6,4,6,3,6,2,2,4,6,2,FALSE
359,22,6,5s,277,1,Something to do with providing tech knowledge maybe for computer building.,1,0,"Simple block like font without logo (Tech Live). Down left was a series of news items that could be clicked on and opened for reading. Main picture was  white buildings (3 I think ,each in a horse shoe shape, possible in a desert setting)",2,3,0,3,5,6,5,5,5,5,5,6,4,FALSE
360,25,1,5s,114,1,"Clothing for men, women and children",1,0,"Website has clothes for everyone with section for each person you are looking for, bright and appealing colour usage",1,1,1,5,6,5,5,5,5,5,5,5,5,FALSE
361,25,2,5s,127,1,Eye care products,1,0,"Shows eye care products promoting a good life with the family, made up of sections including eye Lense",0,1,0,5,5,6,6,5,6,5,5,5,5,FALSE
362,25,3,5s,297,1,Sportswear,1,0,"Webpage for sportswear, mainly for outdoor, mountain climbing ",0,0,0,4,6,5,6,5,5,5,5,5,5,FALSE
363,25,4,5s,115,1,About the weather,1,0,Shows the weather predictions,0,0,0,5,5,5,5,5,4,5,5,5,6,FALSE
364,25,5,5s,194,1,Bright website home products,0,0,very bright yellow block colour at top with products underneath,1,1,1,5,3,5,3,3,2,5,4,6,5,FALSE
365,25,6,5s,123,1,Batteries are not only energy source,0,0,"About energy source, alot of wording",0,0,1,2,3,5,4,4,4,3,4,5,5,FALSE
366,26,1,5s,70,1,Clothes,1,0,"Simple website selling clothes for men, women and kids",1,1,1,6,5,6,5,6,5,5,6,6,4,FALSE
367,26,2,5s,62,1,sunglasses and glasses,1,0,"Website selling glasses, contact lenses and sunglasses",0,1,0,5,5,5,6,4,6,5,5,6,5,FALSE
368,26,3,5s,75,1,backpacks and running shoes,0.5,0,Clean design with a snow leopard picture as well as people hiking,1,2,1,5,6,5,6,5,5,5,6,5,6,FALSE
369,26,4,5s,67,1,Weather advice and forecasts,1,0,Different sections for weather news and forecasts,0,1,0,3,4,6,5,5,4,5,6,5,5,FALSE
370,26,5,5s,97,1,Pet products,1,1,Yellow and black color scheme. Big section in the center describing how you can order online or pick up from a local branch,1,1,1,3,5,5,6,3,5,6,5,3,6,FALSE
371,26,6,5s,71,1,Tech news,1,0,Tech news website with many sections for different types of tech news,0,1,0,2,3,4,4,5,4,3,4,2,3,FALSE
372,27,1,5s,121,1,Clothing,1,0,"Pictures - including man woman and child
Looks professional
Stylish
Was not too bright and colourful",1,1,2,6,6,6,7,5,7,6,6,7,7,FALSE
373,27,2,5s,116,1,Contact lenses,1,1,"Large images
Not much text
Plain
",1,1,1,6,5,5,5,4,5,4,5,6,4,FALSE
374,27,3,5s,100,1,Dont know,0,0,"Large picture
Very little text
Was not obvious what the website was for
",0,1,1,4,5,4,4,3,5,5,4,4,5,FALSE
375,27,4,5s,143,1,Details about the weather,1,0,"Illustrations
Dropdown menus
Various text
",0,2,0,5,4,6,4,6,4,3,4,6,4,FALSE
376,27,5,5s,91,1,Pet food,1,0,"Images and text
Colourful
Clearly shows what they are selling",0,0,1,5,5,6,5,4,5,6,5,6,5,FALSE
377,27,6,5s,123,1,News,0.5,0,"Very wordy
Pictures small
Not very intriguing
 ",0,1,1,5,3,5,3,4,3,3,3,5,3,FALSE
378,28,1,5s,173,1,"Sustainable fashion clothes for men, women and children",1,0,"The page had 3 big pictures for mens, womens and child clothing so people can easily find the relevant clothes they are looking for. There was also a big picture above not sure exactly what it said. The design was blue and white i believe. Blue on the header or title or logo.",2,2,1,7,6,7,4,5,5,6,6,7,6,FALSE
379,28,2,5s,608,1,Glasses and contact lenses and sunglasses aimed at people going on holiday with seemingly a holiday sale i think.,1,1,Mostly 4 dominant pictures one of them was the big summer holiday advert and the bottom was the different categories of products the website offered.,0,2,0,7,5,6,3,2,3,2,3,3,2,FALSE
380,28,3,5s,102,1,"Backpacks and hiking gear, shoes etc",1,0,"I saw sports and hiking clothing 4 different sections of clothing at the bottom to easily find what you are looking for, and a very sports themed site matching the brand extremely well.",1,2,0,4,7,7,6,6,6,7,6,7,6,FALSE
381,28,4,5s,184,1,It provides weather forecasts,1,0,"It was white and blue, had a relatively outdated look and seemed like it needed a refresh in design. Felt somewhat cheap because of its outdated look. It had the weather map in the left and some further forecasts on the right hand side.",2,2,2,4,3,3,2,5,2,3,3,6,3,FALSE
382,28,5,5s,173,1,"Items for pets and animals, Similar to pets at home also a box of goodies for pets i think.",1,0.5,"It had a good design, plenty of room between content and easy to read, pictures in good locations at the center and two at each side on the bottom, i was able to quickly identify what was being sold as the page title and products i could see were clearly aimed towards pets and animals.",2,1,2,6,6,6,5,5,5,6,6,7,6,FALSE
383,28,6,5s,202,1,It provides news coverage for tech related stories,1,0,"It had a very cluttered look, kinda looked like a bunch of adverts rather than news in the way it fills the page and leaves little room for much else. It had a white and red design i believe and had a small top title which reduces the chance a visitor would remember the name of the site. It was filled with too much content to be able to read quickly and therfore was a bit of a turn off for any visitor to the page.",2,1,2,2,2,1,2,2,3,4,1,1,3,FALSE
384,29,1,5s,118,1,sell,0,1,"White and neutral colours. Mens, womens and children's clothing. No diversity in models.",1,1,1,7,5,6,4,6,4,3,5,6,2,FALSE
385,29,2,5s,134,1,Sell,0,0.5," white background, with blue text. minimal text on the page, picture of a caucasian family going on holiday.",1,1,2,6,5,6,5,6,4,5,5,5,3,FALSE
386,29,3,5s,97,0,Sell,0,0,"Footwear, running, sports. Definitely outside gear. Had a tiger on it, I think. Blue and white",1,1,1,4,5,6,4,5,5,6,5,7,5,FALSE
387,29,4,5s,107,1,Provide,0,0,Blue and white branding with a map in the centre of the page and daily weather updates yunderneath,1,2,1,6,5,6,5,5,5,5,5,6,5,FALSE
388,29,5,5s,112,1,Provide,0,1,"Yellow and red, different animals on the top. Search bar, and then products underneath",1,3,1,6,5,6,4,5,4,5,5,5,5,FALSE
389,29,6,5s,108,1,unsure,0,0,So text heavy its overwhelming. A few articles with photos as the main stories and then on the side it looked like smaller articles,1,2,1,3,2,4,4,4,3,3,4,3,2,FALSE
390,30,1,5s,134,1,Clothes,1,0,Very Simple. The visuals made it super easy to know where the corresponding collections could be accessed,1,0,1,6,3,5,4,6,2,2,4,4,2,FALSE
391,30,2,5s,110,0,Travel,0,0,I think I saw the family/child sitting laying with sunglasses.,0,1,0,4,4,6,4,6,4,4,3,5,3,FALSE
392,30,3,5s,100,1,Outdoor stuff,1,0,Big monochrome cheetah which was serving no purpose to the website. Not even aesthetically.,0,1,0,3,4,4,2,4,4,2,5,2,5,FALSE
393,30,4,5s,102,1,Forecast,1,0,It was a very 2000s vibey weather website. Looked bland but use wise did the job.,0,0,1,6,4,5,4,5,2,4,4,4,2,FALSE
394,30,5,5s,98,0.5,Bio Sand,0.5,0,Someone was holding a box with the logo on it. I am not sure what the website is for.,1,1,0,1,2,2,2,3,3,2,2,1,2,FALSE
395,30,6,5s,100,1,Tech news,1,0,The photo of the girl looking at her phone caught my attention. There was too much text.,1,1,1,2,2,2,2,4,4,1,3,4,2,FALSE
396,31,1,5s,94,1,Clothing,1,0,"Children in clothing, the colours yellow and blue",1,1,1,3,5,5,5,5,4,4,4,5,3,FALSE
397,31,2,5s,89,1,holiday items - sunglasses etc,1,1,"Pictures of people on holiday, a beach, a lady in sunglasses",1,2,0,3,3,4,4,3,3,2,4,3,2,FALSE
398,31,3,5s,111,1,Outdoor clothing and apparel,1,0,"Large picture of a leopard, people running on hilltops",1,1,0,6,5,5,4,4,4,4,4,5,4,FALSE
399,31,4,5s,76,1,Weather articles and forecasts,1,0,Weather icons and forecast information.,1,2,0,2,2,2,4,4,3,2,3,4,2,FALSE
400,31,5,5s,79,1,pet supples,1,0,"Pictures of animals, animal icons",0,1,0,4,3,3,3,3,3,2,2,3,1,FALSE
401,31,6,5s,92,1,tech news,1,0,"News items about tech, a picture of coins, a news item about batteries, a girl looking at her phone",1,3,0,3,3,4,4,4,3,3,3,4,3,FALSE
402,32,1,5s,250,1,Clothing,1,0,"Lots of pastel colours on a white background. I remember a light purple at the top of the screen and in various other places lower down. There was a large picture of a little girl in yellow at the top right. There was a picture of a bearded man in light blue(?) towards the bottom left, a woman in yellow in the bottom centre, and a little boy on the bottom right (not sure what colour he was in). I'm guessing these pictures were links to other pages as there were various words either on or under the photos such as men, women, etc.",3,4,1,6,5,6,6,6,5,5,6,6,5,FALSE
403,32,2,5s,190,1,It looked like an opticians,1,1,"I remember a lot of blue on a white background. Lots of photos of people with smiling faces. My immediate thought was 'holiday website', due to the picture in the centre of the family on the beach and a mention of holidays. I then saw it mentioned contact lenses (I believe there was a picture of a lady putting a contact in her eye), which led me to believe that it was an optician's website, or at least someone who sells glasses/contacts.",2,3,1,5,6,5,5,3,5,5,5,5,5,FALSE
404,32,3,5s,256,1,It looked like activewear.,1,0,"The first thing that jumped out at me was the snow leopard in the centre of the screen. At first I thought it may have been an animal charity website, until I saw the picture of people walking through snow next to it and the website name. Overall, the site looked like a standard clothing website. Beneath the red text of the website name at the top of the page was a blue menu bar going horizontal across the screen. The aforementioned pictures were beneath that. There were smaller pictures below them, but I didn't really pay attention to them. My attention kept getting pulled back to the snow leopard.",3,5,0,6,6,6,5,3,4,5,5,4,5,FALSE
405,32,4,5s,186,1,Weather information,1,1,"Everything was very blue with a white background. It had the website title at the top left in blue lettering. Beneath that was a map of somewhere divided into different areas with different weather symbols (particularly clouds) over each area. Beneath the map was a seven day forecast bar. To the right of the screen there was text, perhaps a menu column.",3,4,1,6,4,6,4,6,4,2,5,5,3,FALSE
406,32,5,5s,158,1,Pet products,1,0,"It took a moment for me to figure out what the site was selling. I remember a lot of yellow and some small pictures of what looked like pet products (not sure exactly what, just that they were brown - maybe rodent houses?). I don't remember a great deal else.",1,1,1,3,2,3,3,5,2,3,2,3,2,FALSE
407,32,6,5s,159,1,Technology news?,1,0,I didn't really look at any of the pictures as I was distracted by the huge amount of text on the screen. I assume from the name of the site and the amount of text that it's a news website. I remember seeing the words 'cancer' and 'government' but not much else.,1,2,1,2,2,3,4,3,3,2,2,2,2,FALSE
408,33,1,5s,103,1,Sustainable clothing,1,0,Page was basic but in a good way. A clear statement of what they sell and their mission of being sustainable,1,1,1,7,7,7,4,6,4,3,6,7,4,FALSE
409,33,2,5s,124,1,Eyewear,1,1,Family on what looked like a beach which made me think it was a holiday company at first because seeing the name/products. Simply laid out with the main banner and then sub sections below. Very plain with use of white and blue,2,2,2,5,3,5,5,5,3,5,4,6,4,FALSE
410,33,3,5s,117,1,sportswear,1,0,Large cover photo of the snow leopard and people running or hiking. Advertising the new collection. Sub banners below for other clothes or shop sections,1,3,0,6,7,4,6,1,5,7,5,4,6,FALSE
411,33,4,5s,150,1,Provides weather reports,1,1,I saw a daily forecast of somewhere with blue images to indicate clouds and rain. I think it had new articles down the right hand side and then below was a weekly forecast for the area,3,4,0,3,2,6,3,4,2,2,2,5,2,FALSE
412,33,5,5s,162,1,Garden and animal products i think,1,1,"Its a website for people to buy thats for sure, and i think there was a banner for different animals. It was very bright an enticing and had products at the bottom. The large banner used red on yellow to stand out which drew my attention",2,3,1,5,6,5,6,5,5,5,5,6,5,FALSE
413,33,6,5s,144,1,News site,0.5,0,"Very basic and informative, clearly targeted for news and perhaps investors. Mains news articles in the centre and other sub articles either side",2,2,1,5,3,7,4,6,4,2,5,7,2,FALSE
414,34,1,5s,96,1,Sustainable fashion,1,0,"I saw pictures of two adults and two children modeling products that were presumably for sale. The products all appear to be yellow which contrasted the white / grey website theming style.

The company motto was something like ""sustainable fashion for all""",2,3,1,6,4,5,4,5,4,3,4,6,4,FALSE
415,34,2,5s,111,1,"Eyewear - glasses, contacts etc",1,0,"The page had 3 main focuses about sunglasses, glasses and contacts as the middle-of-page links. It had a blue and white theming style with a company logo at the top left.

The site was clean and not too busy with features. ",2,2,2,6,5,5,5,5,5,4,5,6,4,FALSE
416,34,3,5s,90,1,Outdoors wear and gear,1,0,"It had a blue-ish theming colour and had a big picture of a snow leopard on the screen.

There was a horizontal top bar containing links to various products sections and a largely clean, professional theme",1,2,2,5,5,6,5,5,5,4,5,6,5,FALSE
417,34,4,5s,100,1,It gives weather forecasts,1,1,"It had a white and light blue theming with weather reports spanning from Thursday to tuesday.

The page was relatively clean and not too busy - it was largely easy to read and digest.",1,1,2,6,4,6,4,6,4,3,5,6,3,FALSE
418,34,5,5s,89,1,Animal / pet supplies,1,0,"It had a company logo at the top and various animal food products presented across the page-middle.

The colour scheme was white and brown, I think.",1,2,1,3,2,3,2,4,2,4,3,4,3,FALSE
419,34,6,5s,125,1,It appears to provide tech news and information,1,0,"It had a mainly black and white theming with clean links scattered across the page. The right side had a distinct section, something like ""Most read"", and the site largely contained news about the tech industry.",2,2,1,5,5,5,4,6,5,3,5,5,4,FALSE
420,37,1,5s,235,1,Clothes for men women and children,1,0,"There was a round logo at the top left, three boxes across the centre, one with a picture of a man, one with a picture of a woman, and one with a picture of a child. The overall effect was of pastel shades",2,2,1,7,7,6,5,7,6,4,5,6,4,TRUE
421,37,2,5s,291,1,"Glasses, contact lenses and sunglasses",1,0,"Logo in blue, three boxes, with colourful photographs indicating they sell glasses, contact lenses, and sunglasses, The contact lens box had a close-up of someone putting a contact lens in, the sunglasses box showed someone wearing sunglasses, and the glasses box showed some people wearing glasses. ",3,5,0,7,7,7,6,6,7,5,7,7,6,FALSE
422,37,3,5s,183,1,"Bags, running gear, equipment",1,0,"Logo, big cat of some sort, four squares across the bottom with items.",1,2,0,2,6,6,4,5,5,4,5,6,4,FALSE
423,37,4,5s,168,1,Gives weather forcasts,1,1,"Primarily blue and white, there was a box showing a weather map with symbols for rain across it, a box indicating the day the weather forecast was for, an orange box saying where will it rain.",2,3,1,6,4,7,4,7,4,4,7,7,4,FALSE
424,37,5,5s,220,1,Petfood?,0.5,0,"Red logo, pictures of what seemed to be pet food, big red circle with 60 minutes written in it.",1,3,0,2,2,6,2,4,3,3,4,2,2,FALSE
425,37,6,5s,185,1,no idea,0,0,"There were lots of boxes with photos, one with a woman looking shocked with her mouth open, ariels, buildings ",1,2,0,1,1,2,4,7,4,2,4,2,2,FALSE
426,39,1,5s,166,0,Clothes,1,0,"Man, Woman, Boy Girl In yellow and neutral clothes, all sustainable ",1,1,0,6,5,6,5,5,4,3,6,7,5,FALSE
427,39,2,5s,152,1,glasses,1,1,"very colourful, bright sunny skies mum with children wearing sunglasses",1,1,1,6,6,7,6,5,6,5,7,6,6,FALSE
428,39,3,5s,140,1,sports clothing foot ware,1,1,"very clear, wild cat on with male and female hikers on ",1,2,1,6,6,6,6,6,6,5,7,6,6,FALSE
429,39,4,5s,167,1,weather page,1,1,"weather for the up and coming days, bright, blues white clouds",1,1,1,5,6,7,5,6,5,5,7,6,5,FALSE
430,39,5,5s,187,1,Animal feed,0.5,0,"Lots of different products and lots of writing, colourful and animals",1,1,1,2,4,4,3,5,2,3,2,3,4,FALSE
431,39,6,5s,203,1,industry news,0.5,0,"Very VERY busy, lots of writing did not know where to look or focus on",0,0,1,1,3,4,2,4,3,2,3,1,3,FALSE
432,40,1,5s,206,1,Substainable clothing for the whole family,1,0,"I saw various models from children to men and women of differing age groups (but to me they felt more on the younger side.) I saw various clothes being worn and various colours. All the models seemed upbeat and the clothes felt cheerful and current with bright, primary colours.",2,2,1,7,5,6,5,7,5,2,3,7,2,FALSE
433,40,2,5s,200,1,"Sunglasses, reading glasses, contact lenses",1,0,"It was a very beach orientated scene from what I can remember. Bright, positive everyone smiling. Their was sand and water. Adults and children. Some wearing glasses some sunglasses. People seemed to be wearing bright colours/ and one of the adults a sports type shirt. All felt cheerful and positve. The general feel of the beach background was nice also more in feel it projected than the image as such.",1,2,0,7,6,7,6,7,6,5,6,7,5,FALSE
434,40,3,5s,204,0,From what I could gather sports apparell. I wouldn't have been sure but I saw the word clothing and running.,1,0,"I remember a lovely picture of a snow leopard which seemed to dominate the main part of the webpage with images and text around it. Then there seemed to be a horizontal line of pictures at the bottom. These seemed to be very nature based and the who feel of the site felt very nature based. It seemed to have scenic picture of contrasting colours (forests, water etc) but I could be wrong. The whole feel felt very ""outdoorsy""",2,2,1,6,7,6,7,6,7,7,7,6,7,FALSE
435,40,4,5s,204,1,"I believe the website provides detailed global weather forcasts and breakdowns of such (temperatures, rain, fog etc.)",1,0,It was mainly graphics as opposed to real world based images. It was very blue in terms of colour pallete with touches of gold. It had a lot of text but this was well dispersed with the graphics and felt needed to compliment the graphics. There was a lot of use of practical icons to represent weather umbrellas and clouds etc. It felt very detailed.,2,1,3,3,5,7,5,7,6,5,6,5,5,TRUE
436,40,5,5s,320,1,I am not particularly sure but I think it was pet food for animals. It didn't feel overly clear but I got the impression of fun packaged food for differing pet types. It felts to be a site that was (in a good way) based on style as much as product. It was interesting and I wanted to find out more.,1,1,"I felt it had lots of picture of cardboard type boxed, well designed of white and gold with black pawprints. It felt like it represented a lot of different animals but that it was a fun product for pets. It felt to be a site aimed at children it felt busy but fun and well organised. I struggle to remember specifics from a short view and have to go more by general impressions.",1,2,1,3,6,6,6,6,6,7,6,6,6,FALSE
437,40,6,5s,267,1,"I think it was an information website providing stories, reviews, opinion peices and general information about and based around the world of tech",1,1,It felt to be made up of a lot of text and was very busy which I'm less keen on. Convuluted is a word I'm thinking of here. There didn't feel to be a lot of white space or seperation. There were pictures (photos of real world items and places as opposed to graphics. There felt to be a randomness and jumble with paragraphs and lists on the same page.,2,1,3,2,2,2,3,2,3,3,3,2,3,FALSE
438,41,1,5s,109,1,It sells men's women's and children's clothing.,1,0,"It was simple and attractive with three main pictures and muted colours. The pictures were of a man, woman and child in the company's clothing.",2,1,2,6,6,6,6,4,5,5,6,6,6,FALSE
439,41,2,5s,130,1,It sells eyewear products - I saw glasses and sunglasses.,1,0,"Blue and white, bright images, not too much text, text about being Summer-ready. A picture of a smiling woman wearing sunglasses.",2,2,2,5,4,5,4,6,4,3,4,5,3,FALSE
